ShapeBefore,ShapeAfterAggregate,Location
TINY,STAR,cassandra/scc-sdsm/aggregate/296
OTHER,OTHER,cassandra/scc-sdsm/aggregate/291
CIRCLE,OTHER,cassandra/scc-sdsm/aggregate/265
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/433
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/239
OTHER,OTHER,cassandra/scc-sdsm/aggregate/206
OTHER,OTHER,cassandra/scc-sdsm/aggregate/201
TINY,STAR,cassandra/scc-sdsm/aggregate/208
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/237
CIRCLE,OTHER,cassandra/scc-sdsm/aggregate/230
NoSCCBefore,OTHER,cassandra/scc-sdsm/aggregate/264
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/432
CIRCLE,CIRCLE,cassandra/scc-sdsm/aggregate/290
OTHER,OTHER,cassandra/scc-sdsm/aggregate/297
TINY,CIRCLE,cassandra/scc-sdsm/aggregate/435
OTHER,OTHER,cassandra/scc-sdsm/aggregate/263
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/255
OTHER,OTHER,cassandra/scc-sdsm/aggregate/403
STAR,OTHER,cassandra/scc-sdsm/aggregate/404
STAR,OTHER,cassandra/scc-sdsm/aggregate/252
OTHER,OTHER,cassandra/scc-sdsm/aggregate/299
TINY,CIRCLE,cassandra/scc-sdsm/aggregate/46
NoSCCBefore,STAR,cassandra/scc-sdsm/aggregate/79
TINY,STAR,cassandra/scc-sdsm/aggregate/112
NoSCCBefore,OTHER,cassandra/scc-sdsm/aggregate/320
TINY,OTHER,cassandra/scc-sdsm/aggregate/318
CLIQUE,STAR,cassandra/scc-sdsm/aggregate/41
OTHER,OTHER,cassandra/scc-sdsm/aggregate/327
STAR,OTHER,cassandra/scc-sdsm/aggregate/115
TINY,STAR,cassandra/scc-sdsm/aggregate/83
OTHER,OTHER,cassandra/scc-sdsm/aggregate/77
TINY,STAR,cassandra/scc-sdsm/aggregate/311
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/123
OTHER,OTHER,cassandra/scc-sdsm/aggregate/48
STAR,STAR,cassandra/scc-sdsm/aggregate/70
OTHER,OTHER,cassandra/scc-sdsm/aggregate/329
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/84
STAR,CHAIN,cassandra/scc-sdsm/aggregate/124
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/316
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/184
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/342
CIRCLE,OTHER,cassandra/scc-sdsm/aggregate/170
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/24
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/389
TINY,CIRCLE,cassandra/scc-sdsm/aggregate/177
STAR,STAR,cassandra/scc-sdsm/aggregate/345
OTHER,OTHER,cassandra/scc-sdsm/aggregate/183
TINY,STAR,cassandra/scc-sdsm/aggregate/148
CIRCLE,CIRCLE,cassandra/scc-sdsm/aggregate/23
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/141
STAR,OTHER,cassandra/scc-sdsm/aggregate/373
CIRCLE,OTHER,cassandra/scc-sdsm/aggregate/4
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/387
OTHER,OTHER,cassandra/scc-sdsm/aggregate/15
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/380
TINY,OTHER,cassandra/scc-sdsm/aggregate/3
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/374
OTHER,OTHER,cassandra/scc-sdsm/aggregate/146
STAR,STAR,cassandra/scc-sdsm/aggregate/12
OTHER,OTHER,cassandra/scc-sdsm/aggregate/179
CIRCLE,CIRCLE,cassandra/scc-sdsm/aggregate/328
STAR,OTHER,cassandra/scc-sdsm/aggregate/85
CIRCLE,OTHER,cassandra/scc-sdsm/aggregate/71
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/317
STAR,OTHER,cassandra/scc-sdsm/aggregate/125
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/76
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/82
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/49
OTHER,OTHER,cassandra/scc-sdsm/aggregate/122
OTHER,OTHER,cassandra/scc-sdsm/aggregate/310
STAR,OTHER,cassandra/scc-sdsm/aggregate/40
STAR,OTHER,cassandra/scc-sdsm/aggregate/319
TINY,STAR,cassandra/scc-sdsm/aggregate/114
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/326
TINY,CIRCLE,cassandra/scc-sdsm/aggregate/47
OTHER,OTHER,cassandra/scc-sdsm/aggregate/321
OTHER,OTHER,cassandra/scc-sdsm/aggregate/113
NoSCCBefore,OTHER,cassandra/scc-sdsm/aggregate/78
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/147
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/375
STAR,CIRCLE,cassandra/scc-sdsm/aggregate/2
TINY,OTHER,cassandra/scc-sdsm/aggregate/381
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/178
OTHER,OTHER,cassandra/scc-sdsm/aggregate/13
STAR,OTHER,cassandra/scc-sdsm/aggregate/386
OTHER,OTHER,cassandra/scc-sdsm/aggregate/5
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/372
OTHER,OTHER,cassandra/scc-sdsm/aggregate/140
OTHER,OTHER,cassandra/scc-sdsm/aggregate/14
OTHER,OTHER,cassandra/scc-sdsm/aggregate/182
NoSCCBefore,OTHER,cassandra/scc-sdsm/aggregate/344
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/176
STAR,OTHER,cassandra/scc-sdsm/aggregate/22
NoSCCBefore,OTHER,cassandra/scc-sdsm/aggregate/149
TINY,CIRCLE,cassandra/scc-sdsm/aggregate/171
NoSCCBefore,TINY,cassandra/scc-sdsm/aggregate/343
OTHER,OTHER,cassandra/scc-sdsm/aggregate/185
NoSCCBefore,CIRCLE,cassandra/scc-sdsm/aggregate/25
OTHER,OTHER,cassandra/scc-sdsm/aggregate/388
STAR,CIRCLE,hbase/scc-sdsm/aggregate/135
TINY,STAR,hbase/scc-sdsm/aggregate/307
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/61
TINY,STAR,hbase/scc-sdsm/aggregate/95
OTHER,OTHER,hbase/scc-sdsm/aggregate/338
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/300
OTHER,OTHER,hbase/scc-sdsm/aggregate/132
TINY,CLIQUE,hbase/scc-sdsm/aggregate/59
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/92
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/66
STAR,CIRCLE,hbase/scc-sdsm/aggregate/336
TINY,CIRCLE,hbase/scc-sdsm/aggregate/104
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/309
OTHER,OTHER,hbase/scc-sdsm/aggregate/50
TINY,CIRCLE,hbase/scc-sdsm/aggregate/68
TINY,CHAIN,hbase/scc-sdsm/aggregate/103
STAR,STAR,hbase/scc-sdsm/aggregate/331
TINY,STAR,hbase/scc-sdsm/aggregate/57
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/168
OTHER,OTHER,hbase/scc-sdsm/aggregate/391
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/365
TINY,STAR,hbase/scc-sdsm/aggregate/157
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/150
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/362
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/396
STAR,OTHER,hbase/scc-sdsm/aggregate/159
TINY,CIRCLE,hbase/scc-sdsm/aggregate/32
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/166
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/354
TINY,STAR,hbase/scc-sdsm/aggregate/192
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/398
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/35
TINY,STAR,hbase/scc-sdsm/aggregate/195
OTHER,OTHER,hbase/scc-sdsm/aggregate/353
STAR,OTHER,hbase/scc-sdsm/aggregate/161
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/330
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/102
STAR,STAR,hbase/scc-sdsm/aggregate/69
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/56
TINY,CIRCLE,hbase/scc-sdsm/aggregate/105
STAR,STAR,hbase/scc-sdsm/aggregate/337
STAR,STAR,hbase/scc-sdsm/aggregate/51
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/308
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/58
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/133
STAR,STAR,hbase/scc-sdsm/aggregate/301
CLIQUE,STAR,hbase/scc-sdsm/aggregate/67
OTHER,OTHER,hbase/scc-sdsm/aggregate/93
TINY,STAR,hbase/scc-sdsm/aggregate/306
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/134
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/94
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/339
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/60
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/399
TINY,STAR,hbase/scc-sdsm/aggregate/34
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/160
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/352
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/194
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/33
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/158
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/193
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/355
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/167
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/397
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/363
TINY,CIRCLE,hbase/scc-sdsm/aggregate/151
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/169
STAR,STAR,hbase/scc-sdsm/aggregate/156
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/364
TINY,STAR,hbase/scc-sdsm/aggregate/390
STAR,CHAIN,hbase/scc-sdsm/aggregate/216
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/229
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/211
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/227
OTHER,OTHER,hbase/scc-sdsm/aggregate/218
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/220
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/280
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/274
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/273
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/287
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/413
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/245
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/289
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/242
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/414
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/221
OTHER,OTHER,hbase/scc-sdsm/aggregate/226
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/219
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/210
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/217
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/228
STAR,CIRCLE,hbase/scc-sdsm/aggregate/288
OTHER,OTHER,hbase/scc-sdsm/aggregate/243
OTHER,OTHER,hbase/scc-sdsm/aggregate/415
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/412
TINY,CHAIN,hbase/scc-sdsm/aggregate/244
TINY,CIRCLE,hbase/scc-sdsm/aggregate/286
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/272
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/275
TINY,STAR,hbase/scc-sdsm/aggregate/281
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/257
STAR,OTHER,hbase/scc-sdsm/aggregate/401
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/268
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/406
TINY,STAR,hbase/scc-sdsm/aggregate/250
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/292
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/266
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/259
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/261
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/295
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/408
TINY,STAR,hbase/scc-sdsm/aggregate/235
OTHER,OTHER,hbase/scc-sdsm/aggregate/232
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/204
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/203
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/294
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/260
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/409
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/267
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/293
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/258
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/407
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/251
TINY,STAR,hbase/scc-sdsm/aggregate/256
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/400
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/269
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/202
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/205
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/233
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/234
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/346
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/174
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/180
TINY,STAR,hbase/scc-sdsm/aggregate/379
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/20
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/187
TINY,OTHER,hbase/scc-sdsm/aggregate/18
TINY,CIRCLE,hbase/scc-sdsm/aggregate/173
TINY,STAR,hbase/scc-sdsm/aggregate/341
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/27
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/9
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/383
CHAIN,OTHER,hbase/scc-sdsm/aggregate/145
STAR,CIRCLE,hbase/scc-sdsm/aggregate/377
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/11
OTHER,OTHER,hbase/scc-sdsm/aggregate/348
NoSCCBefore,CHAIN,hbase/scc-sdsm/aggregate/370
TINY,STAR,hbase/scc-sdsm/aggregate/142
TINY,STAR,hbase/scc-sdsm/aggregate/384
OTHER,OTHER,hbase/scc-sdsm/aggregate/7
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/29
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/16
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/189
OTHER,OTHER,hbase/scc-sdsm/aggregate/129
TINY,CIRCLE,hbase/scc-sdsm/aggregate/42
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/89
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/116
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/324
STAR,CIRCLE,hbase/scc-sdsm/aggregate/45
TINY,STAR,hbase/scc-sdsm/aggregate/323
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/111
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/73
OTHER,OTHER,hbase/scc-sdsm/aggregate/118
OTHER,OTHER,hbase/scc-sdsm/aggregate/87
TINY,CHAIN,hbase/scc-sdsm/aggregate/315
TINY,STAR,hbase/scc-sdsm/aggregate/127
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/80
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/74
TINY,CIRCLE,hbase/scc-sdsm/aggregate/120
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/312
TINY,CIRCLE,hbase/scc-sdsm/aggregate/6
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/385
OTHER,OTHER,hbase/scc-sdsm/aggregate/28
TINY,OTHER,hbase/scc-sdsm/aggregate/143
TINY,STAR,hbase/scc-sdsm/aggregate/371
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/17
TINY,STAR,hbase/scc-sdsm/aggregate/188
TINY,OTHER,hbase/scc-sdsm/aggregate/376
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/144
OTHER,OTHER,hbase/scc-sdsm/aggregate/382
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/1
TINY,OTHER,hbase/scc-sdsm/aggregate/349
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/10
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/340
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/172
OTHER,OTHER,hbase/scc-sdsm/aggregate/186
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/19
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/26
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/8
OTHER,OTHER,hbase/scc-sdsm/aggregate/181
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/175
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/347
OTHER,OTHER,hbase/scc-sdsm/aggregate/21
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/378
STAR,OTHER,hbase/scc-sdsm/aggregate/75
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/81
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/313
OTHER,CIRCLE,hbase/scc-sdsm/aggregate/121
STAR,STAR,hbase/scc-sdsm/aggregate/119
STAR,OTHER,hbase/scc-sdsm/aggregate/86
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/72
OTHER,OTHER,hbase/scc-sdsm/aggregate/126
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/314
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/44
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/110
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/322
OTHER,CIRCLE,hbase/scc-sdsm/aggregate/43
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/128
TINY,CIRCLE,hbase/scc-sdsm/aggregate/88
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/325
OTHER,OTHER,hbase/scc-sdsm/aggregate/117
OTHER,OTHER,hbase/scc-sdsm/aggregate/198
TINY,STAR,hbase/scc-sdsm/aggregate/361
OTHER,OTHER,hbase/scc-sdsm/aggregate/153
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/38
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/395
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/359
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/392
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/154
OTHER,OTHER,hbase/scc-sdsm/aggregate/366
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/36
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/196
TINY,OTHER,hbase/scc-sdsm/aggregate/162
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/350
STAR,CIRCLE,hbase/scc-sdsm/aggregate/368
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/31
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/357
OTHER,OTHER,hbase/scc-sdsm/aggregate/165
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/191
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/131
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/303
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/91
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/65
STAR,CIRCLE,hbase/scc-sdsm/aggregate/304
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/136
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/62
TINY,STAR,hbase/scc-sdsm/aggregate/96
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/109
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/332
TINY,CIRCLE,hbase/scc-sdsm/aggregate/100
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/54
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/107
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/335
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/98
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/138
OTHER,OTHER,hbase/scc-sdsm/aggregate/53
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/30
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/369
TINY,STAR,hbase/scc-sdsm/aggregate/190
OTHER,OTHER,hbase/scc-sdsm/aggregate/164
STAR,STAR,hbase/scc-sdsm/aggregate/356
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/37
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/351
STAR,OTHER,hbase/scc-sdsm/aggregate/163
OTHER,OTHER,hbase/scc-sdsm/aggregate/197
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/358
STAR,OTHER,hbase/scc-sdsm/aggregate/367
STAR,OTHER,hbase/scc-sdsm/aggregate/155
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/393
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/199
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/39
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/394
CLIQUE,CIRCLE,hbase/scc-sdsm/aggregate/152
OTHER,OTHER,hbase/scc-sdsm/aggregate/360
STAR,STAR,hbase/scc-sdsm/aggregate/334
TINY,CIRCLE,hbase/scc-sdsm/aggregate/106
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/99
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/52
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/139
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/101
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/333
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/55
STAR,STAR,hbase/scc-sdsm/aggregate/137
OTHER,OTHER,hbase/scc-sdsm/aggregate/305
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/97
TINY,STAR,hbase/scc-sdsm/aggregate/108
OTHER,OTHER,hbase/scc-sdsm/aggregate/63
OTHER,OTHER,hbase/scc-sdsm/aggregate/302
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/130
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/64
NoSCCBefore,OTHER,hbase/scc-sdsm/aggregate/90
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/270
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/284
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/248
TINY,CIRCLE,hbase/scc-sdsm/aggregate/283
STAR,CIRCLE,hbase/scc-sdsm/aggregate/277
TINY,CIRCLE,hbase/scc-sdsm/aggregate/241
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/417
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/279
OTHER,OTHER,hbase/scc-sdsm/aggregate/410
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/246
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/212
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/215
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/223
TINY,OTHER,hbase/scc-sdsm/aggregate/224
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/278
TINY,STAR,hbase/scc-sdsm/aggregate/411
TINY,OTHER,hbase/scc-sdsm/aggregate/247
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/240
TINY,CIRCLE,hbase/scc-sdsm/aggregate/416
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/249
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/276
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/282
OTHER,OTHER,hbase/scc-sdsm/aggregate/285
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/271
OTHER,OTHER,hbase/scc-sdsm/aggregate/225
STAR,OTHER,hbase/scc-sdsm/aggregate/222
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/214
STAR,OTHER,hbase/scc-sdsm/aggregate/213
TINY,OTHER,hbase/scc-sdsm/aggregate/231
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/209
TINY,STAR,hbase/scc-sdsm/aggregate/236
TINY,CIRCLE,hbase/scc-sdsm/aggregate/200
OTHER,OTHER,hbase/scc-sdsm/aggregate/238
TINY,CIRCLE,hbase/scc-sdsm/aggregate/207
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/405
TINY,STAR,hbase/scc-sdsm/aggregate/253
TINY,CIRCLE,hbase/scc-sdsm/aggregate/298
TINY,STAR,hbase/scc-sdsm/aggregate/254
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/402
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/262
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/296
STAR,OTHER,hbase/scc-sdsm/aggregate/291
OTHER,OTHER,hbase/scc-sdsm/aggregate/265
OTHER,OTHER,hbase/scc-sdsm/aggregate/239
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/206
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/201
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/208
TINY,CIRCLE,hbase/scc-sdsm/aggregate/237
OTHER,OTHER,hbase/scc-sdsm/aggregate/230
NoSCCBefore,CIRCLE,hbase/scc-sdsm/aggregate/264
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/290
STAR,OTHER,hbase/scc-sdsm/aggregate/297
NoSCCBefore,STAR,hbase/scc-sdsm/aggregate/263
TINY,STAR,hbase/scc-sdsm/aggregate/255
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/403
TINY,OTHER,hbase/scc-sdsm/aggregate/404
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/252
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/299
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/46
TINY,OTHER,hbase/scc-sdsm/aggregate/79
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/112
STAR,CIRCLE,hbase/scc-sdsm/aggregate/320
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/318
CIRCLE,CIRCLE,hbase/scc-sdsm/aggregate/41
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/327
STAR,STAR,hbase/scc-sdsm/aggregate/115
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/83
STAR,CIRCLE,hbase/scc-sdsm/aggregate/77
NoSCCBefore,TINY,hbase/scc-sdsm/aggregate/311
OTHER,OTHER,hbase/scc-sdsm/aggregate/123
CIRCLE,OTHER,hbase/scc-sdsm/aggregate/48
